row,type,position,sl,date,balance
717,NO,0.0,0.0,2021-02-27 06:00:00,0.0
718,NO,0.0,0.0,2021-02-27 05:00:00,0.0
719,NO,0.0,0.0,2021-02-27 06:00:00,0.0
720,NO,0.0,0.0,2021-02-27 07:00:00,0.0
721,NO,0.0,0.0,2021-02-27 08:00:00,0.0
722,NO,0.0,0.0,2021-02-27 09:00:00,0.0
723,NO,0.0,0.0,2021-02-27 10:00:00,0.0
724,NO,0.0,0.0,2021-02-27 11:00:00,0.0
725,NO,0.0,0.0,2021-02-27 12:00:00,0.0
726,NO,0.0,0.0,2021-02-27 13:00:00,0.0
727,NO,0.0,0.0,2021-02-27 14:00:00,0.0
728,NO,0.0,0.0,2021-02-27 15:00:00,0.0
729,NO,0.0,0.0,2021-02-27 16:00:00,0.0
730,NO,0.0,0.0,2021-02-27 17:00:00,0.0
731,NO,0.0,0.0,2021-02-27 18:00:00,0.0
732,NO,0.0,0.0,2021-02-27 19:00:00,0.0
733,NO,0.0,0.0,2021-02-27 20:00:00,0.0
734,NO,0.0,0.0,2021-02-27 21:00:00,0.0
735,NO,0.0,0.0,2021-02-27 22:00:00,0.0
736,NO,0.0,0.0,2021-02-27 23:00:00,0.0
737,NO,0.0,0.0,2021-02-28 00:00:00,0.0
738,NO,0.0,0.0,2021-02-28 01:00:00,0.0
739,NO,0.0,0.0,2021-02-28 02:00:00,0.0
740,NO,0.0,0.0,2021-02-28 03:00:00,0.0
741,SHORT,5.4755,5.4105,2021-02-28 04:00:00,1.201367710932459
744,NO,0.0,0.0,2021-02-28 07:00:00,0.0
745,NO,0.0,0.0,2021-02-28 08:00:00,0.0
746,NO,0.0,0.0,2021-02-28 09:00:00,0.0
747,NO,0.0,0.0,2021-02-28 10:00:00,0.0
748,NO,0.0,0.0,2021-02-28 11:00:00,0.0
749,NO,0.0,0.0,2021-02-28 12:00:00,0.0
750,SHORT,5.3417,5.1248,2021-02-28 13:00:00,4.2323602872307475
753,NO,0.0,0.0,2021-02-28 16:00:00,0.0
754,NO,0.0,0.0,2021-02-28 17:00:00,0.0
755,NO,0.0,0.0,2021-02-28 18:00:00,0.0
756,NO,0.0,0.0,2021-02-28 19:00:00,0.0
757,NO,0.0,0.0,2021-02-28 20:00:00,0.0
758,NO,0.0,0.0,2021-02-28 21:00:00,0.0
759,NO,0.0,0.0,2021-02-28 22:00:00,0.0
760,NO,0.0,0.0,2021-02-28 23:00:00,0.0
761,NO,0.0,0.0,2021-03-01 00:00:00,0.0
762,NO,0.0,0.0,2021-03-01 01:00:00,0.0
763,NO,0.0,0.0,2021-03-01 02:00:00,0.0
764,LONG,5.7256,5.8762,2021-03-01 03:00:00,2.5628807732888674
766,NO,0.0,0.0,2021-03-01 05:00:00,0.0
767,NO,0.0,0.0,2021-03-01 06:00:00,0.0
768,NO,0.0,0.0,2021-03-01 07:00:00,0.0
769,LONG,6.0986,6.2535,2021-03-01 08:00:00,2.477012872791235
781,NO,0.0,0.0,2021-03-01 20:00:00,0.0
782,NO,0.0,0.0,2021-03-01 21:00:00,0.0
783,LONG,6.602,6.74,2021-03-01 22:00:00,2.047477744807125
785,NO,0.0,0.0,2021-03-02 00:00:00,0.0
786,NO,0.0,0.0,2021-03-02 01:00:00,0.0
787,NO,0.0,0.0,2021-03-02 02:00:00,0.0
788,NO,0.0,0.0,2021-03-02 03:00:00,0.0
789,NO,0.0,0.0,2021-03-02 04:00:00,0.0
790,NO,0.0,0.0,2021-03-02 05:00:00,0.0
791,NO,0.0,0.0,2021-03-02 06:00:00,0.0
792,NO,0.0,0.0,2021-03-02 07:00:00,0.0
793,NO,0.0,0.0,2021-03-02 08:00:00,0.0
794,NO,0.0,0.0,2021-03-02 09:00:00,0.0
795,NO,0.0,0.0,2021-03-02 10:00:00,0.0
796,NO,0.0,0.0,2021-03-02 11:00:00,0.0
797,NO,0.0,0.0,2021-03-02 12:00:00,0.0
798,NO,0.0,0.0,2021-03-02 13:00:00,0.0
799,NO,0.0,0.0,2021-03-02 14:00:00,0.0
800,NO,0.0,0.0,2021-03-02 15:00:00,0.0
801,NO,0.0,0.0,2021-03-02 16:00:00,0.0
802,NO,0.0,0.0,2021-03-02 17:00:00,0.0
803,NO,0.0,0.0,2021-03-02 18:00:00,0.0
804,NO,0.0,0.0,2021-03-02 19:00:00,0.0
805,NO,0.0,0.0,2021-03-02 20:00:00,0.0
806,NO,0.0,0.0,2021-03-02 21:00:00,0.0
807,NO,0.0,0.0,2021-03-02 22:00:00,0.0
808,NO,0.0,0.0,2021-03-02 23:00:00,0.0
809,NO,0.0,0.0,2021-03-03 00:00:00,0.0
810,NO,0.0,0.0,2021-03-03 01:00:00,0.0
811,NO,0.0,0.0,2021-03-03 02:00:00,0.0
812,NO,0.0,0.0,2021-03-03 03:00:00,0.0
813,NO,0.0,0.0,2021-03-03 04:00:00,0.0
814,NO,0.0,0.0,2021-03-03 05:00:00,0.0
815,NO,0.0,0.0,2021-03-03 06:00:00,0.0
816,NO,0.0,0.0,2021-03-03 07:00:00,0.0
817,LONG,7.5455,7.8268,2021-03-03 08:00:00,3.5940614299586144
820,NO,0.0,0.0,2021-03-03 11:00:00,0.0
821,NO,0.0,0.0,2021-03-03 12:00:00,0.0
822,NO,0.0,0.0,2021-03-03 13:00:00,0.0
823,NO,0.0,0.0,2021-03-03 14:00:00,0.0
824,NO,0.0,0.0,2021-03-03 15:00:00,0.0
825,NO,0.0,0.0,2021-03-03 16:00:00,0.0
826,NO,0.0,0.0,2021-03-03 17:00:00,0.0
827,NO,0.0,0.0,2021-03-03 18:00:00,0.0
828,NO,0.0,0.0,2021-03-03 19:00:00,0.0
829,NO,0.0,0.0,2021-03-03 20:00:00,0.0
830,NO,0.0,0.0,2021-03-03 21:00:00,0.0
831,NO,0.0,0.0,2021-03-03 22:00:00,0.0
832,NO,0.0,0.0,2021-03-03 23:00:00,0.0
833,NO,0.0,0.0,2021-03-04 00:00:00,0.0
834,NO,0.0,0.0,2021-03-04 01:00:00,0.0
835,NO,0.0,0.0,2021-03-04 02:00:00,0.0
836,NO,0.0,0.0,2021-03-04 03:00:00,0.0
837,NO,0.0,0.0,2021-03-04 04:00:00,0.0
838,NO,0.0,0.0,2021-03-04 05:00:00,0.0
839,NO,0.0,0.0,2021-03-04 06:00:00,0.0
840,NO,0.0,0.0,2021-03-04 07:00:00,0.0
841,NO,0.0,0.0,2021-03-04 08:00:00,0.0
842,NO,0.0,0.0,2021-03-04 09:00:00,0.0
843,NO,0.0,0.0,2021-03-04 10:00:00,0.0
844,NO,0.0,0.0,2021-03-04 11:00:00,0.0
845,NO,0.0,0.0,2021-03-04 12:00:00,0.0
846,NO,0.0,0.0,2021-03-04 13:00:00,0.0
847,NO,0.0,0.0,2021-03-04 14:00:00,0.0
848,NO,0.0,0.0,2021-03-04 15:00:00,0.0
849,NO,0.0,0.0,2021-03-04 16:00:00,0.0
850,NO,0.0,0.0,2021-03-04 17:00:00,0.0
851,NO,0.0,0.0,2021-03-04 18:00:00,0.0
852,NO,0.0,0.0,2021-03-04 19:00:00,0.0
853,NO,0.0,0.0,2021-03-04 20:00:00,0.0
854,NO,0.0,0.0,2021-03-04 21:00:00,0.0
855,NO,0.0,0.0,2021-03-04 22:00:00,0.0
856,NO,0.0,0.0,2021-03-04 23:00:00,0.0
857,NO,0.0,0.0,2021-03-05 00:00:00,0.0
858,NO,0.0,0.0,2021-03-05 01:00:00,0.0
859,NO,0.0,0.0,2021-03-05 02:00:00,0.0
860,NO,0.0,0.0,2021-03-05 03:00:00,0.0
861,NO,0.0,0.0,2021-03-05 04:00:00,0.0
862,NO,0.0,0.0,2021-03-05 05:00:00,0.0
863,NO,0.0,0.0,2021-03-05 06:00:00,0.0
864,NO,0.0,0.0,2021-03-05 07:00:00,0.0
865,NO,0.0,0.0,2021-03-05 08:00:00,0.0
866,NO,0.0,0.0,2021-03-05 09:00:00,0.0
867,NO,0.0,0.0,2021-03-05 10:00:00,0.0
868,NO,0.0,0.0,2021-03-05 11:00:00,0.0
869,NO,0.0,0.0,2021-03-05 12:00:00,0.0
870,LONG,8.4363,8.6461,2021-03-05 13:00:00,2.426527567342518
879,NO,0.0,0.0,2021-03-05 22:00:00,0.0
880,NO,0.0,0.0,2021-03-05 23:00:00,0.0
881,NO,0.0,0.0,2021-03-06 00:00:00,0.0
882,NO,0.0,0.0,2021-03-06 01:00:00,0.0
883,LONG,8.8254,8.4807,2021-03-06 02:00:00,-4.064522975697756
885,NO,0.0,0.0,2021-03-06 04:00:00,0.0
886,NO,0.0,0.0,2021-03-06 05:00:00,0.0
887,NO,0.0,0.0,2021-03-06 06:00:00,0.0
888,NO,0.0,0.0,2021-03-06 07:00:00,0.0
889,NO,0.0,0.0,2021-03-06 08:00:00,0.0
890,NO,0.0,0.0,2021-03-06 09:00:00,0.0
891,NO,0.0,0.0,2021-03-06 10:00:00,0.0
892,NO,0.0,0.0,2021-03-06 11:00:00,0.0
893,NO,0.0,0.0,2021-03-06 12:00:00,0.0
894,NO,0.0,0.0,2021-03-06 13:00:00,0.0
895,NO,0.0,0.0,2021-03-06 14:00:00,0.0
896,NO,0.0,0.0,2021-03-06 15:00:00,0.0
897,NO,0.0,0.0,2021-03-06 16:00:00,0.0
898,NO,0.0,0.0,2021-03-06 17:00:00,0.0
899,NO,0.0,0.0,2021-03-06 18:00:00,0.0
900,NO,0.0,0.0,2021-03-06 19:00:00,0.0
901,NO,0.0,0.0,2021-03-06 20:00:00,0.0
902,NO,0.0,0.0,2021-03-06 21:00:00,0.0
903,NO,0.0,0.0,2021-03-06 22:00:00,0.0
904,NO,0.0,0.0,2021-03-06 23:00:00,0.0
905,NO,0.0,0.0,2021-03-07 00:00:00,0.0
906,NO,0.0,0.0,2021-03-07 01:00:00,0.0
907,NO,0.0,0.0,2021-03-07 02:00:00,0.0
908,NO,0.0,0.0,2021-03-07 03:00:00,0.0
909,NO,0.0,0.0,2021-03-07 04:00:00,0.0
910,NO,0.0,0.0,2021-03-07 05:00:00,0.0
911,NO,0.0,0.0,2021-03-07 06:00:00,0.0
912,NO,0.0,0.0,2021-03-07 07:00:00,0.0
913,NO,0.0,0.0,2021-03-07 08:00:00,0.0
914,NO,0.0,0.0,2021-03-07 09:00:00,0.0
915,NO,0.0,0.0,2021-03-07 10:00:00,0.0
916,NO,0.0,0.0,2021-03-07 11:00:00,0.0
917,NO,0.0,0.0,2021-03-07 12:00:00,0.0
918,NO,0.0,0.0,2021-03-07 13:00:00,0.0
919,NO,0.0,0.0,2021-03-07 14:00:00,0.0
920,NO,0.0,0.0,2021-03-07 15:00:00,0.0
921,NO,0.0,0.0,2021-03-07 16:00:00,0.0
922,NO,0.0,0.0,2021-03-07 17:00:00,0.0
923,NO,0.0,0.0,2021-03-07 18:00:00,0.0
924,NO,0.0,0.0,2021-03-07 19:00:00,0.0
925,NO,0.0,0.0,2021-03-07 20:00:00,0.0
926,NO,0.0,0.0,2021-03-07 21:00:00,0.0
927,NO,0.0,0.0,2021-03-07 22:00:00,0.0
928,NO,0.0,0.0,2021-03-07 23:00:00,0.0
929,NO,0.0,0.0,2021-03-08 00:00:00,0.0
930,NO,0.0,0.0,2021-03-08 01:00:00,0.0
931,NO,0.0,0.0,2021-03-08 02:00:00,0.0
932,NO,0.0,0.0,2021-03-08 03:00:00,0.0
933,NO,0.0,0.0,2021-03-08 04:00:00,0.0
934,NO,0.0,0.0,2021-03-08 05:00:00,0.0
935,NO,0.0,0.0,2021-03-08 06:00:00,0.0
936,NO,0.0,0.0,2021-03-08 07:00:00,0.0
937,NO,0.0,0.0,2021-03-08 08:00:00,0.0
938,NO,0.0,0.0,2021-03-08 09:00:00,0.0
939,NO,0.0,0.0,2021-03-08 10:00:00,0.0
940,NO,0.0,0.0,2021-03-08 11:00:00,0.0
941,NO,0.0,0.0,2021-03-08 12:00:00,0.0
942,LONG,8.9371,9.2561,2021-03-08 13:00:00,3.446375903458275
945,NO,0.0,0.0,2021-03-08 16:00:00,0.0
946,NO,0.0,0.0,2021-03-08 17:00:00,0.0
947,NO,0.0,0.0,2021-03-08 18:00:00,0.0
948,NO,0.0,0.0,2021-03-08 19:00:00,0.0
949,NO,0.0,0.0,2021-03-08 20:00:00,0.0
950,NO,0.0,0.0,2021-03-08 21:00:00,0.0
951,NO,0.0,0.0,2021-03-08 22:00:00,0.0
952,NO,0.0,0.0,2021-03-08 23:00:00,0.0
953,NO,0.0,0.0,2021-03-09 00:00:00,0.0
954,NO,0.0,0.0,2021-03-09 01:00:00,0.0
955,NO,0.0,0.0,2021-03-09 02:00:00,0.0
956,NO,0.0,0.0,2021-03-09 03:00:00,0.0
957,NO,0.0,0.0,2021-03-09 04:00:00,0.0
958,NO,0.0,0.0,2021-03-09 05:00:00,0.0
959,NO,0.0,0.0,2021-03-09 06:00:00,0.0
960,NO,0.0,0.0,2021-03-09 07:00:00,0.0
961,NO,0.0,0.0,2021-03-09 08:00:00,0.0
962,NO,0.0,0.0,2021-03-09 09:00:00,0.0
963,NO,0.0,0.0,2021-03-09 10:00:00,0.0
964,NO,0.0,0.0,2021-03-09 11:00:00,0.0
965,NO,0.0,0.0,2021-03-09 12:00:00,0.0
966,NO,0.0,0.0,2021-03-09 13:00:00,0.0
967,NO,0.0,0.0,2021-03-09 14:00:00,0.0
968,NO,0.0,0.0,2021-03-09 15:00:00,0.0
969,NO,0.0,0.0,2021-03-09 16:00:00,0.0
970,NO,0.0,0.0,2021-03-09 17:00:00,0.0
971,NO,0.0,0.0,2021-03-09 18:00:00,0.0
972,NO,0.0,0.0,2021-03-09 19:00:00,0.0
973,NO,0.0,0.0,2021-03-09 20:00:00,0.0
974,NO,0.0,0.0,2021-03-09 21:00:00,0.0
975,NO,0.0,0.0,2021-03-09 22:00:00,0.0
976,NO,0.0,0.0,2021-03-09 23:00:00,0.0
977,NO,0.0,0.0,2021-03-10 00:00:00,0.0
978,NO,0.0,0.0,2021-03-10 01:00:00,0.0
979,NO,0.0,0.0,2021-03-10 02:00:00,0.0
980,NO,0.0,0.0,2021-03-10 03:00:00,0.0
981,NO,0.0,0.0,2021-03-10 04:00:00,0.0
982,NO,0.0,0.0,2021-03-10 05:00:00,0.0
983,NO,0.0,0.0,2021-03-10 06:00:00,0.0
984,NO,0.0,0.0,2021-03-10 07:00:00,0.0
985,NO,0.0,0.0,2021-03-10 08:00:00,0.0
986,NO,0.0,0.0,2021-03-10 09:00:00,0.0
987,NO,0.0,0.0,2021-03-10 10:00:00,0.0
988,NO,0.0,0.0,2021-03-10 11:00:00,0.0
989,NO,0.0,0.0,2021-03-10 12:00:00,0.0
990,NO,0.0,0.0,2021-03-10 13:00:00,0.0
991,NO,0.0,0.0,2021-03-10 14:00:00,0.0
992,NO,0.0,0.0,2021-03-10 15:00:00,0.0
993,NO,0.0,0.0,2021-03-10 16:00:00,0.0
994,NO,0.0,0.0,2021-03-10 17:00:00,0.0
995,NO,0.0,0.0,2021-03-10 18:00:00,0.0
996,NO,0.0,0.0,2021-03-10 19:00:00,0.0
997,NO,0.0,0.0,2021-03-10 20:00:00,0.0
998,NO,0.0,0.0,2021-03-10 21:00:00,0.0
999,NO,0.0,0.0,2021-03-10 22:00:00,0.0
1000,NO,0.0,0.0,2021-03-10 23:00:00,0.0
1001,NO,0.0,0.0,2021-03-11 00:00:00,0.0
1002,NO,0.0,0.0,2021-03-11 01:00:00,0.0
1003,NO,0.0,0.0,2021-03-11 02:00:00,0.0
1004,NO,0.0,0.0,2021-03-11 03:00:00,0.0
1005,NO,0.0,0.0,2021-03-11 04:00:00,0.0
1006,NO,0.0,0.0,2021-03-11 05:00:00,0.0
1007,SHORT,10.6561,10.9893,2021-03-11 06:00:00,-3.0320402573412224
1013,NO,0.0,0.0,2021-03-11 12:00:00,0.0
1014,NO,0.0,0.0,2021-03-11 13:00:00,0.0
1015,NO,0.0,0.0,2021-03-11 14:00:00,0.0
1016,NO,0.0,0.0,2021-03-11 15:00:00,0.0
1017,NO,0.0,0.0,2021-03-11 16:00:00,0.0
1018,NO,0.0,0.0,2021-03-11 17:00:00,0.0
1019,NO,0.0,0.0,2021-03-11 18:00:00,0.0
1020,NO,0.0,0.0,2021-03-11 19:00:00,0.0
1021,NO,0.0,0.0,2021-03-11 20:00:00,0.0
1022,NO,0.0,0.0,2021-03-11 21:00:00,0.0
1023,NO,0.0,0.0,2021-03-11 22:00:00,0.0
1024,NO,0.0,0.0,2021-03-11 23:00:00,0.0
1025,NO,0.0,0.0,2021-03-12 00:00:00,0.0
1026,NO,0.0,0.0,2021-03-12 01:00:00,0.0
1027,LONG,11.5821,11.8086,2021-03-12 02:00:00,1.9180935928052492
1029,NO,0.0,0.0,2021-03-12 04:00:00,0.0
1030,NO,0.0,0.0,2021-03-12 05:00:00,0.0
1031,LONG,11.7917,11.9841,2021-03-12 06:00:00,1.6054605685867074
1033,NO,0.0,0.0,2021-03-12 08:00:00,0.0
1034,NO,0.0,0.0,2021-03-12 09:00:00,0.0
1035,NO,0.0,0.0,2021-03-12 10:00:00,0.0
1036,NO,0.0,0.0,2021-03-12 11:00:00,0.0
1037,NO,0.0,0.0,2021-03-12 12:00:00,0.0
1038,NO,0.0,0.0,2021-03-12 13:00:00,0.0
1039,NO,0.0,0.0,2021-03-12 14:00:00,0.0
1040,NO,0.0,0.0,2021-03-12 15:00:00,0.0
1041,NO,0.0,0.0,2021-03-12 16:00:00,0.0
1042,NO,0.0,0.0,2021-03-12 17:00:00,0.0
1043,NO,0.0,0.0,2021-03-12 18:00:00,0.0
1044,NO,0.0,0.0,2021-03-12 19:00:00,0.0
1045,NO,0.0,0.0,2021-03-12 20:00:00,0.0
1046,NO,0.0,0.0,2021-03-12 21:00:00,0.0
1047,NO,0.0,0.0,2021-03-12 22:00:00,0.0
1048,NO,0.0,0.0,2021-03-12 23:00:00,0.0
1049,NO,0.0,0.0,2021-03-13 00:00:00,0.0
1050,NO,0.0,0.0,2021-03-13 01:00:00,0.0
1051,NO,0.0,0.0,2021-03-13 02:00:00,0.0
1052,NO,0.0,0.0,2021-03-13 03:00:00,0.0
1053,NO,0.0,0.0,2021-03-13 04:00:00,0.0
1054,NO,0.0,0.0,2021-03-13 05:00:00,0.0
1055,NO,0.0,0.0,2021-03-13 06:00:00,0.0
1056,NO,0.0,0.0,2021-03-13 07:00:00,0.0
1057,NO,0.0,0.0,2021-03-13 08:00:00,0.0
1058,NO,0.0,0.0,2021-03-13 09:00:00,0.0
1059,NO,0.0,0.0,2021-03-13 10:00:00,0.0
1060,NO,0.0,0.0,2021-03-13 11:00:00,0.0
1061,NO,0.0,0.0,2021-03-13 12:00:00,0.0
1062,NO,0.0,0.0,2021-03-13 13:00:00,0.0
1063,NO,0.0,0.0,2021-03-13 14:00:00,0.0
1064,NO,0.0,0.0,2021-03-13 15:00:00,0.0
1065,NO,0.0,0.0,2021-03-13 16:00:00,0.0
1066,NO,0.0,0.0,2021-03-13 17:00:00,0.0
1067,NO,0.0,0.0,2021-03-13 18:00:00,0.0
1068,NO,0.0,0.0,2021-03-13 19:00:00,0.0
1069,NO,0.0,0.0,2021-03-13 20:00:00,0.0
1070,NO,0.0,0.0,2021-03-13 21:00:00,0.0
1071,NO,0.0,0.0,2021-03-13 22:00:00,0.0
1072,LONG,14.6309,14.7763,2021-03-13 23:00:00,0.9840081752536065
1078,NO,0.0,0.0,2021-03-14 05:00:00,0.0
1079,NO,0.0,0.0,2021-03-14 06:00:00,0.0
1080,NO,0.0,0.0,2021-03-14 07:00:00,0.0
1081,NO,0.0,0.0,2021-03-14 08:00:00,0.0
1082,NO,0.0,0.0,2021-03-14 09:00:00,0.0
1083,NO,0.0,0.0,2021-03-14 10:00:00,0.0
1084,NO,0.0,0.0,2021-03-14 11:00:00,0.0
1085,NO,0.0,0.0,2021-03-14 12:00:00,0.0
1086,NO,0.0,0.0,2021-03-14 13:00:00,0.0
1087,NO,0.0,0.0,2021-03-14 14:00:00,0.0
1088,NO,0.0,0.0,2021-03-14 15:00:00,0.0
1089,NO,0.0,0.0,2021-03-14 16:00:00,0.0
1090,NO,0.0,0.0,2021-03-14 17:00:00,0.0
1091,NO,0.0,0.0,2021-03-14 18:00:00,0.0
1092,LONG,16.3796,15.6866,2021-03-14 19:00:00,-4.4177833309958885
1099,NO,0.0,0.0,2021-03-15 02:00:00,0.0
1100,NO,0.0,0.0,2021-03-15 03:00:00,0.0
1101,NO,0.0,0.0,2021-03-15 04:00:00,0.0
1102,SHORT,15.0145,14.7986,2021-03-15 05:00:00,1.4589217898990512
1107,NO,0.0,0.0,2021-03-15 10:00:00,0.0
1108,NO,0.0,0.0,2021-03-15 11:00:00,0.0
1109,NO,0.0,0.0,2021-03-15 12:00:00,0.0
1110,NO,0.0,0.0,2021-03-15 13:00:00,0.0
1111,NO,0.0,0.0,2021-03-15 14:00:00,0.0
1112,NO,0.0,0.0,2021-03-15 15:00:00,0.0
1113,NO,0.0,0.0,2021-03-15 16:00:00,0.0
1114,NO,0.0,0.0,2021-03-15 17:00:00,0.0
1115,NO,0.0,0.0,2021-03-15 18:00:00,0.0
1116,NO,0.0,0.0,2021-03-15 19:00:00,0.0
1117,NO,0.0,0.0,2021-03-15 20:00:00,0.0
1118,NO,0.0,0.0,2021-03-15 21:00:00,0.0
1119,LONG,16.3542,16.6647,2021-03-15 22:00:00,1.8632198599434844
1123,NO,0.0,0.0,2021-03-16 02:00:00,0.0
1124,NO,0.0,0.0,2021-03-16 03:00:00,0.0
1125,NO,0.0,0.0,2021-03-16 04:00:00,0.0
1126,NO,0.0,0.0,2021-03-16 05:00:00,0.0
1127,NO,0.0,0.0,2021-03-16 06:00:00,0.0
1128,NO,0.0,0.0,2021-03-16 07:00:00,0.0
1129,NO,0.0,0.0,2021-03-16 08:00:00,0.0
1130,NO,0.0,0.0,2021-03-16 09:00:00,0.0
1131,NO,0.0,0.0,2021-03-16 10:00:00,0.0
1132,NO,0.0,0.0,2021-03-16 11:00:00,0.0
1133,NO,0.0,0.0,2021-03-16 12:00:00,0.0
1134,NO,0.0,0.0,2021-03-16 13:00:00,0.0
1135,NO,0.0,0.0,2021-03-16 14:00:00,0.0
1136,NO,0.0,0.0,2021-03-16 15:00:00,0.0
1137,NO,0.0,0.0,2021-03-16 16:00:00,0.0
1138,NO,0.0,0.0,2021-03-16 17:00:00,0.0
1139,NO,0.0,0.0,2021-03-16 18:00:00,0.0
1140,NO,0.0,0.0,2021-03-16 19:00:00,0.0
1141,NO,0.0,0.0,2021-03-16 20:00:00,0.0
1142,NO,0.0,0.0,2021-03-16 21:00:00,0.0
1143,NO,0.0,0.0,2021-03-16 22:00:00,0.0
1144,NO,0.0,0.0,2021-03-16 23:00:00,0.0
1145,NO,0.0,0.0,2021-03-17 00:00:00,0.0
1146,NO,0.0,0.0,2021-03-17 01:00:00,0.0
1147,NO,0.0,0.0,2021-03-17 02:00:00,0.0
1148,NO,0.0,0.0,2021-03-17 03:00:00,0.0
1149,NO,0.0,0.0,2021-03-17 04:00:00,0.0
1150,NO,0.0,0.0,2021-03-17 05:00:00,0.0
1151,NO,0.0,0.0,2021-03-17 06:00:00,0.0
1152,NO,0.0,0.0,2021-03-17 07:00:00,0.0
1153,NO,0.0,0.0,2021-03-17 08:00:00,0.0
1154,NO,0.0,0.0,2021-03-17 09:00:00,0.0
1155,NO,0.0,0.0,2021-03-17 10:00:00,0.0
1156,NO,0.0,0.0,2021-03-17 11:00:00,0.0
1157,NO,0.0,0.0,2021-03-17 12:00:00,0.0
1158,NO,0.0,0.0,2021-03-17 13:00:00,0.0
1159,NO,0.0,0.0,2021-03-17 14:00:00,0.0
1160,NO,0.0,0.0,2021-03-17 15:00:00,0.0
1161,NO,0.0,0.0,2021-03-17 16:00:00,0.0
1162,NO,0.0,0.0,2021-03-17 17:00:00,0.0
1163,NO,0.0,0.0,2021-03-17 18:00:00,0.0
1164,NO,0.0,0.0,2021-03-17 19:00:00,0.0
1165,NO,0.0,0.0,2021-03-17 20:00:00,0.0
1166,NO,0.0,0.0,2021-03-17 21:00:00,0.0
1167,NO,0.0,0.0,2021-03-17 22:00:00,0.0
1168,NO,0.0,0.0,2021-03-17 23:00:00,0.0
1169,NO,0.0,0.0,2021-03-18 00:00:00,0.0
1170,NO,0.0,0.0,2021-03-18 01:00:00,0.0
1171,NO,0.0,0.0,2021-03-18 02:00:00,0.0
1172,NO,0.0,0.0,2021-03-18 03:00:00,0.0
1173,NO,0.0,0.0,2021-03-18 04:00:00,0.0
1174,NO,0.0,0.0,2021-03-18 05:00:00,0.0
1175,NO,0.0,0.0,2021-03-18 06:00:00,0.0
1176,NO,0.0,0.0,2021-03-18 07:00:00,0.0
1177,NO,0.0,0.0,2021-03-18 08:00:00,0.0
1178,NO,0.0,0.0,2021-03-18 09:00:00,0.0
1179,NO,0.0,0.0,2021-03-18 10:00:00,0.0
1180,NO,0.0,0.0,2021-03-18 11:00:00,0.0
1181,NO,0.0,0.0,2021-03-18 12:00:00,0.0
1182,NO,0.0,0.0,2021-03-18 13:00:00,0.0
1183,LONG,18.9428,18.3753,2021-03-18 14:00:00,-3.0883849515382025
1187,NO,0.0,0.0,2021-03-18 18:00:00,0.0
1188,NO,0.0,0.0,2021-03-18 19:00:00,0.0
1189,NO,0.0,0.0,2021-03-18 20:00:00,0.0
1190,NO,0.0,0.0,2021-03-18 21:00:00,0.0
1191,NO,0.0,0.0,2021-03-18 22:00:00,0.0
1192,NO,0.0,0.0,2021-03-18 23:00:00,0.0
1193,NO,0.0,0.0,2021-03-19 00:00:00,0.0
1194,NO,0.0,0.0,2021-03-19 01:00:00,0.0
1195,LONG,19.4987,20.9349,2021-03-19 02:00:00,6.8603145942899175
1198,NO,0.0,0.0,2021-03-19 05:00:00,0.0
1199,NO,0.0,0.0,2021-03-19 06:00:00,0.0
1200,NO,0.0,0.0,2021-03-19 07:00:00,0.0
1201,NO,0.0,0.0,2021-03-19 08:00:00,0.0
1202,NO,0.0,0.0,2021-03-19 09:00:00,0.0
1203,NO,0.0,0.0,2021-03-19 10:00:00,0.0
1204,NO,0.0,0.0,2021-03-19 11:00:00,0.0
1205,NO,0.0,0.0,2021-03-19 12:00:00,0.0
1206,NO,0.0,0.0,2021-03-19 13:00:00,0.0
1207,NO,0.0,0.0,2021-03-19 14:00:00,0.0
1208,NO,0.0,0.0,2021-03-19 15:00:00,0.0
1209,NO,0.0,0.0,2021-03-19 16:00:00,0.0
1210,NO,0.0,0.0,2021-03-19 17:00:00,0.0
1211,NO,0.0,0.0,2021-03-19 18:00:00,0.0
1212,NO,0.0,0.0,2021-03-19 19:00:00,0.0
1213,NO,0.0,0.0,2021-03-19 20:00:00,0.0
1214,NO,0.0,0.0,2021-03-19 21:00:00,0.0
1215,NO,0.0,0.0,2021-03-19 22:00:00,0.0
1216,NO,0.0,0.0,2021-03-19 23:00:00,0.0
1217,NO,0.0,0.0,2021-03-20 00:00:00,0.0
1218,NO,0.0,0.0,2021-03-20 01:00:00,0.0
1219,NO,0.0,0.0,2021-03-20 02:00:00,0.0
1220,NO,0.0,0.0,2021-03-20 03:00:00,0.0
1221,NO,0.0,0.0,2021-03-20 04:00:00,0.0
1222,NO,0.0,0.0,2021-03-20 05:00:00,0.0
1223,NO,0.0,0.0,2021-03-20 06:00:00,0.0
1224,NO,0.0,0.0,2021-03-20 07:00:00,0.0
1225,NO,0.0,0.0,2021-03-20 08:00:00,0.0
1226,LONG,20.9672,21.4733,2021-03-20 09:00:00,2.356880404968038
1242,NO,0.0,0.0,2021-03-21 01:00:00,0.0
1243,NO,0.0,0.0,2021-03-21 02:00:00,0.0
1244,NO,0.0,0.0,2021-03-21 03:00:00,0.0
1245,NO,0.0,0.0,2021-03-21 04:00:00,0.0
